,activation_0,activation_1,activation_2,activation_3,activation_4,dist,id,vel
10,"[  163.26239014  1409.24145508   843.9911499    312.27050781   278.27566528
   433.63961792   711.31561279  1041.15112305   785.51824951   481.47290039]","[ 128.3323822   933.16448975  519.21588135  652.19580078  193.15924072
  327.36730957  395.21728516  696.90869141  408.73895264  321.078125  ]","[ 173.84286499  368.89968872  341.72375488  225.0459137    20.43341827
  224.50505066   33.710495     61.97836304  119.64717102   16.72725105]","[ 230.58728027  308.81356812   17.08295631  465.69100952  432.16720581
  187.83744812  263.86807251  290.15374756  296.74728394  282.85855103]","[ 130.42030334  239.80953979   19.82782555  290.16955566  297.39465332
   79.32923126  192.58239746  176.36878967  135.08738708  158.93873596]",38.6535339355,0,3.0
11,"[ 1409.24145508   843.9911499    312.27050781   278.27566528   433.63961792
   711.31561279  1041.15112305   785.51824951   481.47290039    13.46268559]","[ 933.16448975  519.21588135  652.19580078  193.15924072  327.36730957
  395.21728516  696.90869141  408.73895264  321.078125     51.26514435]","[ 368.89968872  341.72375488  225.0459137    20.43341827  224.50505066
   33.710495     61.97836304  119.64717102   16.72725105   71.92214203]","[ 308.81356812   17.08295631  465.69100952  432.16720581  187.83744812
  263.86807251  290.15374756  296.74728394  282.85855103  216.68832397]","[ 239.80953979   19.82782555  290.16955566  297.39465332   79.32923126
  192.58239746  176.36878967  135.08738708  158.93873596  139.37828064]",38.386920929,0,3.0
12,"[  843.9911499    312.27050781   278.27566528   433.63961792   711.31561279
  1041.15112305   785.51824951   481.47290039    13.46268559    20.59154701]","[  5.19215881e+02   6.52195801e+02   1.93159241e+02   3.27367310e+02
   3.95217285e+02   6.96908691e+02   4.08738953e+02   3.21078125e+02
   5.12651443e+01   3.60497683e-01]","[ 341.72375488  225.0459137    20.43341827  224.50505066   33.710495
   61.97836304  119.64717102   16.72725105   71.92214203    3.25595498]","[  17.08295631  465.69100952  432.16720581  187.83744812  263.86807251
  290.15374756  296.74728394  282.85855103  216.68832397    9.87979984]","[  19.82782555  290.16955566  297.39465332   79.32923126  192.58239746
  176.36878967  135.08738708  158.93873596  139.37828064    6.37697124]",38.1336669922,0,3.0
13,"[  312.27050781   278.27566528   433.63961792   711.31561279  1041.15112305
   785.51824951   481.47290039    13.46268559    20.59154701   138.00097656]","[  6.52195801e+02   1.93159241e+02   3.27367310e+02   3.95217285e+02
   6.96908691e+02   4.08738953e+02   3.21078125e+02   5.12651443e+01
   3.60497683e-01   4.46285095e+01]","[ 225.0459137    20.43341827  224.50505066   33.710495     61.97836304
  119.64717102   16.72725105   71.92214203    3.25595498   73.9460144 ]","[ 465.69100952  432.16720581  187.83744812  263.86807251  290.15374756
  296.74728394  282.85855103  216.68832397    9.87979984   96.98226929]","[ 290.16955566  297.39465332   79.32923126  192.58239746  176.36878967
  135.08738708  158.93873596  139.37828064    6.37697124   74.94723511]",37.8754348755,0,3.0
14,"[  278.27566528   433.63961792   711.31561279  1041.15112305   785.51824951
   481.47290039    13.46268559    20.59154701   138.00097656   213.77062988]","[  1.93159241e+02   3.27367310e+02   3.95217285e+02   6.96908691e+02
   4.08738953e+02   3.21078125e+02   5.12651443e+01   3.60497683e-01
   4.46285095e+01   1.14474518e+02]","[  20.43341827  224.50505066   33.710495     61.97836304  119.64717102
   16.72725105   71.92214203    3.25595498   73.9460144    78.93604279]","[ 432.16720581  187.83744812  263.86807251  290.15374756  296.74728394
  282.85855103  216.68832397    9.87979984   96.98226929  105.40583038]","[ 297.39465332   79.32923126  192.58239746  176.36878967  135.08738708
  158.93873596  139.37828064    6.37697124   74.94723511   16.31628418]",37.611618042,0,3.0
15,"[  433.63961792   711.31561279  1041.15112305   785.51824951   481.47290039
    13.46268559    20.59154701   138.00097656   213.77062988   438.18154907]","[  3.27367310e+02   3.95217285e+02   6.96908691e+02   4.08738953e+02
   3.21078125e+02   5.12651443e+01   3.60497683e-01   4.46285095e+01
   1.14474518e+02   3.60785065e+02]","[ 224.50505066   33.710495     61.97836304  119.64717102   16.72725105
   71.92214203    3.25595498   73.9460144    78.93604279  346.35818481]","[ 187.83744812  263.86807251  290.15374756  296.74728394  282.85855103
  216.68832397    9.87979984   96.98226929  105.40583038  288.8197937 ]","[  79.32923126  192.58239746  176.36878967  135.08738708  158.93873596
  139.37828064    6.37697124   74.94723511   16.31628418  116.19189453]",37.3665351868,0,3.0
16,"[  711.31561279  1041.15112305   785.51824951   481.47290039    13.46268559
    20.59154701   138.00097656   213.77062988   438.18154907   323.82312012]","[  3.95217285e+02   6.96908691e+02   4.08738953e+02   3.21078125e+02
   5.12651443e+01   3.60497683e-01   4.46285095e+01   1.14474518e+02
   3.60785065e+02   4.80717743e+02]","[  33.710495     61.97836304  119.64717102   16.72725105   71.92214203
    3.25595498   73.9460144    78.93604279  346.35818481  129.21954346]","[ 263.86807251  290.15374756  296.74728394  282.85855103  216.68832397
    9.87979984   96.98226929  105.40583038  288.8197937   325.00030518]","[ 192.58239746  176.36878967  135.08738708  158.93873596  139.37828064
    6.37697124   74.94723511   16.31628418  116.19189453  174.33930969]",37.0759773254,0,3.0
17,"[ 1041.15112305   785.51824951   481.47290039    13.46268559    20.59154701
   138.00097656   213.77062988   438.18154907   323.82312012   378.71850586]","[  6.96908691e+02   4.08738953e+02   3.21078125e+02   5.12651443e+01
   3.60497683e-01   4.46285095e+01   1.14474518e+02   3.60785065e+02
   4.80717743e+02   1.21858818e+02]","[  61.97836304  119.64717102   16.72725105   71.92214203    3.25595498
   73.9460144    78.93604279  346.35818481  129.21954346  315.95809937]","[ 290.15374756  296.74728394  282.85855103  216.68832397    9.87979984
   96.98226929  105.40583038  288.8197937   325.00030518  425.74511719]","[ 176.36878967  135.08738708  158.93873596  139.37828064    6.37697124
   74.94723511   16.31628418  116.19189453  174.33930969  169.07896423]",36.8021240234,0,3.0
18,"[ 785.51824951  481.47290039   13.46268559   20.59154701  138.00097656
  213.77062988  438.18154907  323.82312012  378.71850586  313.97146606]","[  4.08738953e+02   3.21078125e+02   5.12651443e+01   3.60497683e-01
   4.46285095e+01   1.14474518e+02   3.60785065e+02   4.80717743e+02
   1.21858818e+02   3.43678223e+02]","[ 119.64717102   16.72725105   71.92214203    3.25595498   73.9460144
   78.93604279  346.35818481  129.21954346  315.95809937   21.54634476]","[ 296.74728394  282.85855103  216.68832397    9.87979984   96.98226929
  105.40583038  288.8197937   325.00030518  425.74511719  394.46112061]","[ 135.08738708  158.93873596  139.37828064    6.37697124   74.94723511
   16.31628418  116.19189453  174.33930969  169.07896423  183.3032074 ]",36.5249290466,0,3.0
19,"[ 481.47290039   13.46268559   20.59154701  138.00097656  213.77062988
  438.18154907  323.82312012  378.71850586  313.97146606  508.80194092]","[  3.21078125e+02   5.12651443e+01   3.60497683e-01   4.46285095e+01
   1.14474518e+02   3.60785065e+02   4.80717743e+02   1.21858818e+02
   3.43678223e+02   6.76075073e+02]","[  16.72725105   71.92214203    3.25595498   73.9460144    78.93604279
  346.35818481  129.21954346  315.95809937   21.54634476  471.93563843]","[ 282.85855103  216.68832397    9.87979984   96.98226929  105.40583038
  288.8197937   325.00030518  425.74511719  394.46112061  334.02676392]","[ 158.93873596  139.37828064    6.37697124   74.94723511   16.31628418
  116.19189453  174.33930969  169.07896423  183.3032074   155.8243866 ]",35.9610290527,0,3.0
20,"[  13.46268559   20.59154701  138.00097656  213.77062988  438.18154907
  323.82312012  378.71850586  313.97146606  508.80194092  492.51809692]","[  5.12651443e+01   3.60497683e-01   4.46285095e+01   1.14474518e+02
   3.60785065e+02   4.80717743e+02   1.21858818e+02   3.43678223e+02
   6.76075073e+02   4.88728760e+02]","[  71.92214203    3.25595498   73.9460144    78.93604279  346.35818481
  129.21954346  315.95809937   21.54634476  471.93563843  204.27549744]","[ 216.68832397    9.87979984   96.98226929  105.40583038  288.8197937
  325.00030518  425.74511719  394.46112061  334.02676392   22.49237823]","[ 139.37828064    6.37697124   74.94723511   16.31628418  116.19189453
  174.33930969  169.07896423  183.3032074   155.8243866    57.93731689]",35.6748161316,0,3.0
21,"[  20.59154701  138.00097656  213.77062988  438.18154907  323.82312012
  378.71850586  313.97146606  508.80194092  492.51809692  343.05557251]","[  3.60497683e-01   4.46285095e+01   1.14474518e+02   3.60785065e+02
   4.80717743e+02   1.21858818e+02   3.43678223e+02   6.76075073e+02
   4.88728760e+02   2.64789856e+02]","[   3.25595498   73.9460144    78.93604279  346.35818481  129.21954346
  315.95809937   21.54634476  471.93563843  204.27549744  307.18200684]","[   9.87979984   96.98226929  105.40583038  288.8197937   325.00030518
  425.74511719  394.46112061  334.02676392   22.49237823  205.0960083 ]","[   6.37697124   74.94723511   16.31628418  116.19189453  174.33930969
  169.07896423  183.3032074   155.8243866    57.93731689   29.93530846]",35.3861351013,0,3.0
22,"[ 138.00097656  213.77062988  438.18154907  323.82312012  378.71850586
  313.97146606  508.80194092  492.51809692  343.05557251  619.80145264]","[  44.62850952  114.47451782  360.7850647   480.71774292  121.85881805
  343.67822266  676.07507324  488.72875977  264.78985596  452.45684814]","[  73.9460144    78.93604279  346.35818481  129.21954346  315.95809937
   21.54634476  471.93563843  204.27549744  307.18200684  117.88072205]","[  96.98226929  105.40583038  288.8197937   325.00030518  425.74511719
  394.46112061  334.02676392   22.49237823  205.0960083   139.01698303]","[  74.94723511   16.31628418  116.19189453  174.33930969  169.07896423
  183.3032074   155.8243866    57.93731689   29.93530846  100.73085022]",35.0951385498,0,3.0
23,"[ 213.77062988  438.18154907  323.82312012  378.71850586  313.97146606
  508.80194092  492.51809692  343.05557251  619.80145264  240.48731995]","[ 114.47451782  360.7850647   480.71774292  121.85881805  343.67822266
  676.07507324  488.72875977  264.78985596  452.45684814    4.32598114]","[  78.93604279  346.35818481  129.21954346  315.95809937   21.54634476
  471.93563843  204.27549744  307.18200684  117.88072205  324.6885376 ]","[ 105.40583038  288.8197937   325.00030518  425.74511719  394.46112061
  334.02676392   22.49237823  205.0960083   139.01698303  458.29342651]","[  16.31628418  116.19189453  174.33930969  169.07896423  183.3032074
  155.8243866    57.93731689   29.93530846  100.73085022  206.80975342]",34.8014793396,0,3.0
24,"[ 438.18154907  323.82312012  378.71850586  313.97146606  508.80194092
  492.51809692  343.05557251  619.80145264  240.48731995  828.71343994]","[ 360.7850647   480.71774292  121.85881805  343.67822266  676.07507324
  488.72875977  264.78985596  452.45684814    4.32598114  372.99301147]","[ 346.35818481  129.21954346  315.95809937   21.54634476  471.93563843
  204.27549744  307.18200684  117.88072205  324.6885376   493.42098999]","[ 288.8197937   325.00030518  425.74511719  394.46112061  334.02676392
   22.49237823  205.0960083   139.01698303  458.29342651  597.9317627 ]","[ 116.19189453  174.33930969  169.07896423  183.3032074   155.8243866
   57.93731689   29.93530846  100.73085022  206.80975342  195.95863342]",34.506729126,0,3.0
25,"[ 323.82312012  378.71850586  313.97146606  508.80194092  492.51809692
  343.05557251  619.80145264  240.48731995  828.71343994  161.5975647 ]","[ 480.71774292  121.85881805  343.67822266  676.07507324  488.72875977
  264.78985596  452.45684814    4.32598114  372.99301147  191.99279785]","[ 129.21954346  315.95809937   21.54634476  471.93563843  204.27549744
  307.18200684  117.88072205  324.6885376   493.42098999  225.59443665]","[ 325.00030518  425.74511719  394.46112061  334.02676392   22.49237823
  205.0960083   139.01698303  458.29342651  597.9317627   117.8469162 ]","[ 174.33930969  169.07896423  183.3032074   155.8243866    57.93731689
   29.93530846  100.73085022  206.80975342  195.95863342  190.75630188]",34.2099227905,0,3.0
26,"[ 378.71850586  313.97146606  508.80194092  492.51809692  343.05557251
  619.80145264  240.48731995  828.71343994  161.5975647    25.32847786]","[ 121.85881805  343.67822266  676.07507324  488.72875977  264.78985596
  452.45684814    4.32598114  372.99301147  191.99279785   10.1853056 ]","[ 315.95809937   21.54634476  471.93563843  204.27549744  307.18200684
  117.88072205  324.6885376   493.42098999  225.59443665  115.65552521]","[ 425.74511719  394.46112061  334.02676392   22.49237823  205.0960083
  139.01698303  458.29342651  597.9317627   117.8469162   225.44284058]","[ 169.07896423  183.3032074   155.8243866    57.93731689   29.93530846
  100.73085022  206.80975342  195.95863342  190.75630188  115.50170898]",33.9128456116,0,3.0
27,"[ 313.97146606  508.80194092  492.51809692  343.05557251  619.80145264
  240.48731995  828.71343994  161.5975647    25.32847786  508.59561157]","[ 343.67822266  676.07507324  488.72875977  264.78985596  452.45684814
    4.32598114  372.99301147  191.99279785   10.1853056   474.94085693]","[  21.54634476  471.93563843  204.27549744  307.18200684  117.88072205
  324.6885376   493.42098999  225.59443665  115.65552521  166.28485107]","[ 394.46112061  334.02676392   22.49237823  205.0960083   139.01698303
  458.29342651  597.9317627   117.8469162   225.44284058  147.05996704]","[ 183.3032074   155.8243866    57.93731689   29.93530846  100.73085022
  206.80975342  195.95863342  190.75630188  115.50170898  123.51265717]",33.6154098511,0,3.0
28,"[ 508.80194092  492.51809692  343.05557251  619.80145264  240.48731995
  828.71343994  161.5975647    25.32847786  508.59561157  118.2395401 ]","[ 676.07507324  488.72875977  264.78985596  452.45684814    4.32598114
  372.99301147  191.99279785   10.1853056   474.94085693  108.7278595 ]","[ 471.93563843  204.27549744  307.18200684  117.88072205  324.6885376
  493.42098999  225.59443665  115.65552521  166.28485107  225.27381897]","[ 334.02676392   22.49237823  205.0960083   139.01698303  458.29342651
  597.9317627   117.8469162   225.44284058  147.05996704  258.39248657]","[ 155.8243866    57.93731689   29.93530846  100.73085022  206.80975342
  195.95863342  190.75630188  115.50170898  123.51265717   95.93616486]",33.3150024414,0,3.0
29,"[ 492.51809692  343.05557251  619.80145264  240.48731995  828.71343994
  161.5975647    25.32847786  508.59561157  118.2395401   697.22509766]","[ 488.72875977  264.78985596  452.45684814    4.32598114  372.99301147
  191.99279785   10.1853056   474.94085693  108.7278595   732.99511719]","[ 204.27549744  307.18200684  117.88072205  324.6885376   493.42098999
  225.59443665  115.65552521  166.28485107  225.27381897  274.7520752 ]","[  22.49237823  205.0960083   139.01698303  458.29342651  597.9317627
  117.8469162   225.44284058  147.05996704  258.39248657  186.74284363]","[  57.93731689   29.93530846  100.73085022  206.80975342  195.95863342
  190.75630188  115.50170898  123.51265717   95.93616486  132.70530701]",33.0134849548,0,3.0
30,"[ 343.05557251  619.80145264  240.48731995  828.71343994  161.5975647
   25.32847786  508.59561157  118.2395401   697.22509766  377.53036499]","[ 264.78985596  452.45684814    4.32598114  372.99301147  191.99279785
   10.1853056   474.94085693  108.7278595   732.99511719  128.58409119]","[ 307.18200684  117.88072205  324.6885376   493.42098999  225.59443665
  115.65552521  166.28485107  225.27381897  274.7520752   324.490448  ]","[ 205.0960083   139.01698303  458.29342651  597.9317627   117.8469162
  225.44284058  147.05996704  258.39248657  186.74284363  507.2583313 ]","[  29.93530846  100.73085022  206.80975342  195.95863342  190.75630188
  115.50170898  123.51265717   95.93616486  132.70530701  214.3285675 ]",32.7101173401,0,3.0
31,"[ 619.80145264  240.48731995  828.71343994  161.5975647    25.32847786
  508.59561157  118.2395401   697.22509766  377.53036499  720.67962646]","[ 452.45684814    4.32598114  372.99301147  191.99279785   10.1853056
  474.94085693  108.7278595   732.99511719  128.58409119  392.7961731 ]","[ 117.88072205  324.6885376   493.42098999  225.59443665  115.65552521
  166.28485107  225.27381897  274.7520752   324.490448    240.62843323]","[ 139.01698303  458.29342651  597.9317627   117.8469162   225.44284058
  147.05996704  258.39248657  186.74284363  507.2583313   455.77734375]","[ 100.73085022  206.80975342  195.95863342  190.75630188  115.50170898
  123.51265717   95.93616486  132.70530701  214.3285675   140.31105042]",32.406124115,0,3.0
32,"[ 240.48731995  828.71343994  161.5975647    25.32847786  508.59561157
  118.2395401   697.22509766  377.53036499  720.67962646  423.18515015]","[   4.32598114  372.99301147  191.99279785   10.1853056   474.94085693
  108.7278595   732.99511719  128.58409119  392.7961731   324.11010742]","[ 324.6885376   493.42098999  225.59443665  115.65552521  166.28485107
  225.27381897  274.7520752   324.490448    240.62843323  172.92883301]","[ 458.29342651  597.9317627   117.8469162   225.44284058  147.05996704
  258.39248657  186.74284363  507.2583313   455.77734375  328.78497314]","[ 206.80975342  195.95863342  190.75630188  115.50170898  123.51265717
   95.93616486  132.70530701  214.3285675   140.31105042  251.02380371]",32.100933075,0,3.0
33,"[ 828.71343994  161.5975647    25.32847786  508.59561157  118.2395401
  697.22509766  377.53036499  720.67962646  423.18515015   38.22685623]","[ 372.99301147  191.99279785   10.1853056   474.94085693  108.7278595
  732.99511719  128.58409119  392.7961731   324.11010742   80.98378754]","[ 493.42098999  225.59443665  115.65552521  166.28485107  225.27381897
  274.7520752   324.490448    240.62843323  172.92883301   51.10916138]","[ 597.9317627   117.8469162   225.44284058  147.05996704  258.39248657
  186.74284363  507.2583313   455.77734375  328.78497314  194.83659363]","[ 195.95863342  190.75630188  115.50170898  123.51265717   95.93616486
  132.70530701  214.3285675   140.31105042  251.02380371   48.174263  ]",31.794801712,0,3.0
34,"[ 161.5975647    25.32847786  508.59561157  118.2395401   697.22509766
  377.53036499  720.67962646  423.18515015   38.22685623  708.58422852]","[ 191.99279785   10.1853056   474.94085693  108.7278595   732.99511719
  128.58409119  392.7961731   324.11010742   80.98378754  560.17254639]","[ 225.59443665  115.65552521  166.28485107  225.27381897  274.7520752
  324.490448    240.62843323  172.92883301   51.10916138  205.48339844]","[ 117.8469162   225.44284058  147.05996704  258.39248657  186.74284363
  507.2583313   455.77734375  328.78497314  194.83659363   25.46787453]","[ 190.75630188  115.50170898  123.51265717   95.93616486  132.70530701
  214.3285675   140.31105042  251.02380371   48.174263     35.94186401]",31.4879989624,0,3.0
35,"[  25.32847786  508.59561157  118.2395401   697.22509766  377.53036499
  720.67962646  423.18515015   38.22685623  708.58422852  114.32696533]","[  10.1853056   474.94085693  108.7278595   732.99511719  128.58409119
  392.7961731   324.11010742   80.98378754  560.17254639   17.82599068]","[ 115.65552521  166.28485107  225.27381897  274.7520752   324.490448
  240.62843323  172.92883301   51.10916138  205.48339844  242.05795288]","[ 225.44284058  147.05996704  258.39248657  186.74284363  507.2583313
  455.77734375  328.78497314  194.83659363   25.46787453  175.32273865]","[ 115.50170898  123.51265717   95.93616486  132.70530701  214.3285675
  140.31105042  251.02380371   48.174263     35.94186401   13.11174393]",31.1802902222,0,3.0
36,"[ 508.59561157  118.2395401   697.22509766  377.53036499  720.67962646
  423.18515015   38.22685623  708.58422852  114.32696533  394.75869751]","[ 474.94085693  108.7278595   732.99511719  128.58409119  392.7961731
  324.11010742   80.98378754  560.17254639   17.82599068  631.04406738]","[ 166.28485107  225.27381897  274.7520752   324.490448    240.62843323
  172.92883301   51.10916138  205.48339844  242.05795288  390.06668091]","[ 147.05996704  258.39248657  186.74284363  507.2583313   455.77734375
  328.78497314  194.83659363   25.46787453  175.32273865  158.70306396]","[ 123.51265717   95.93616486  132.70530701  214.3285675   140.31105042
  251.02380371   48.174263     35.94186401   13.11174393  156.71440125]",30.8731403351,0,3.0
37,"[ 118.2395401   697.22509766  377.53036499  720.67962646  423.18515015
   38.22685623  708.58422852  114.32696533  394.75869751   66.49462891]","[ 108.7278595   732.99511719  128.58409119  392.7961731   324.11010742
   80.98378754  560.17254639   17.82599068  631.04406738  193.21226501]","[ 225.27381897  274.7520752   324.490448    240.62843323  172.92883301
   51.10916138  205.48339844  242.05795288  390.06668091  226.08055115]","[ 258.39248657  186.74284363  507.2583313   455.77734375  328.78497314
  194.83659363   25.46787453  175.32273865  158.70306396  257.32452393]","[  95.93616486  132.70530701  214.3285675   140.31105042  251.02380371
   48.174263     35.94186401   13.11174393  156.71440125  134.09159851]",30.5656261444,0,3.0
38,"[ 697.22509766  377.53036499  720.67962646  423.18515015   38.22685623
  708.58422852  114.32696533  394.75869751   66.49462891  168.66601562]","[ 732.99511719  128.58409119  392.7961731   324.11010742   80.98378754
  560.17254639   17.82599068  631.04406738  193.21226501    4.27155972]","[ 274.7520752   324.490448    240.62843323  172.92883301   51.10916138
  205.48339844  242.05795288  390.06668091  226.08055115  144.19154358]","[ 186.74284363  507.2583313   455.77734375  328.78497314  194.83659363
   25.46787453  175.32273865  158.70306396  257.32452393  186.47164917]","[ 132.70530701  214.3285675   140.31105042  251.02380371   48.174263
   35.94186401   13.11174393  156.71440125  134.09159851   49.28498077]",30.2577533722,0,3.0
39,"[ 377.53036499  720.67962646  423.18515015   38.22685623  708.58422852
  114.32696533  394.75869751   66.49462891  168.66601562  708.9387207 ]","[ 128.58409119  392.7961731   324.11010742   80.98378754  560.17254639
   17.82599068  631.04406738  193.21226501    4.27155972  737.42144775]","[ 324.490448    240.62843323  172.92883301   51.10916138  205.48339844
  242.05795288  390.06668091  226.08055115  144.19154358  418.38128662]","[ 507.2583313   455.77734375  328.78497314  194.83659363   25.46787453
  175.32273865  158.70306396  257.32452393  186.47164917   92.41757202]","[ 214.3285675   140.31105042  251.02380371   48.174263     35.94186401
   13.11174393  156.71440125  134.09159851   49.28498077    9.68268394]",29.9487743378,0,3.0
