,activation_0,activation_1,activation_2,activation_3,dist,id,vel
24,"[  60.67387772   68.49104309  189.80369568  179.12329102  122.40189362
  206.22518921   59.35322952  136.52119446  103.04198456    1.31552827]","[ 10.36442471   1.60788035   0.88821459   0.81859821  15.52300167
  21.77867126  13.86803913  30.29384804   0.07118392  23.07763672]","[ 21.56380844  15.05489826   4.3272438    1.23569691  29.22602272
  36.34069061  19.14232254  47.07360077   6.64733076  15.67163944]","[ 282.14019775  405.57211304  184.81800842   25.80751991  202.36090088
  252.81700134  311.6557312   236.51856995  487.2883606   441.49029541]",21.1812496185,0,2.0
25,"[  68.49104309  189.80369568  179.12329102  122.40189362  206.22518921
   59.35322952  136.52119446  103.04198456    1.31552827   40.37375259]","[  1.60788035   0.88821459   0.81859821  15.52300167  21.77867126
  13.86803913  30.29384804   0.07118392  23.07763672   6.22276688]","[ 15.05489826   4.3272438    1.23569691  29.22602272  36.34069061
  19.14232254  47.07360077   6.64733076  15.67163944   0.0552648 ]","[ 405.57211304  184.81800842   25.80751991  202.36090088  252.81700134
  311.6557312   236.51856995  487.2883606   441.49029541  100.08314514]",20.9733905792,0,2.0
26,"[ 189.80369568  179.12329102  122.40189362  206.22518921   59.35322952
  136.52119446  103.04198456    1.31552827   40.37375259  113.6960144 ]","[  0.88821459   0.81859821  15.52300167  21.77867126  13.86803913
  30.29384804   0.07118392  23.07763672   6.22276688  10.64189339]","[  4.3272438    1.23569691  29.22602272  36.34069061  19.14232254
  47.07360077   6.64733076  15.67163944   0.0552648    9.81454372]","[ 184.81800842   25.80751991  202.36090088  252.81700134  311.6557312
  236.51856995  487.2883606   441.49029541  100.08314514  369.36206055]",20.7636585236,0,2.0
27,"[ 179.12329102  122.40189362  206.22518921   59.35322952  136.52119446
  103.04198456    1.31552827   40.37375259  113.6960144    34.33222961]","[  0.81859821  15.52300167  21.77867126  13.86803913  30.29384804
   0.07118392  23.07763672   6.22276688  10.64189339   7.02440977]","[  1.23569691  29.22602272  36.34069061  19.14232254  47.07360077
   6.64733076  15.67163944   0.0552648    9.81454372  23.38872147]","[  25.80751991  202.36090088  252.81700134  311.6557312   236.51856995
  487.2883606   441.49029541  100.08314514  369.36206055  205.09132385]",20.5541973114,0,2.0
28,"[ 122.40189362  206.22518921   59.35322952  136.52119446  103.04198456
    1.31552827   40.37375259  113.6960144    34.33222961  222.79925537]","[ 15.52300167  21.77867126  13.86803913  30.29384804   0.07118392
  23.07763672   6.22276688  10.64189339   7.02440977  10.19141388]","[ 29.22602272  36.34069061  19.14232254  47.07360077   6.64733076
  15.67163944   0.0552648    9.81454372  23.38872147   9.38647747]","[ 202.36090088  252.81700134  311.6557312   236.51856995  487.2883606
  441.49029541  100.08314514  369.36206055  205.09132385  129.79577637]",20.3437194824,0,2.0
29,"[ 206.22518921   59.35322952  136.52119446  103.04198456    1.31552827
   40.37375259  113.6960144    34.33222961  222.79925537   49.5044632 ]","[ 21.77867126  13.86803913  30.29384804   0.07118392  23.07763672
   6.22276688  10.64189339   7.02440977  10.19141388  16.05020332]","[ 36.34069061  19.14232254  47.07360077   6.64733076  15.67163944
   0.0552648    9.81454372  23.38872147   9.38647747  20.51939011]","[ 252.81700134  311.6557312   236.51856995  487.2883606   441.49029541
  100.08314514  369.36206055  205.09132385  129.79577637  199.49798584]",20.133480072,0,2.0
30,"[  59.35322952  136.52119446  103.04198456    1.31552827   40.37375259
  113.6960144    34.33222961  222.79925537   49.5044632    92.02877808]","[ 13.86803913  30.29384804   0.07118392  23.07763672   6.22276688
  10.64189339   7.02440977  10.19141388  16.05020332   9.15214157]","[ 19.14232254  47.07360077   6.64733076  15.67163944   0.0552648
   9.81454372  23.38872147   9.38647747  20.51939011  15.47414589]","[ 311.6557312   236.51856995  487.2883606   441.49029541  100.08314514
  369.36206055  205.09132385  129.79577637  199.49798584  408.42880249]",19.9220161438,0,2.0
31,"[ 136.52119446  103.04198456    1.31552827   40.37375259  113.6960144
   34.33222961  222.79925537   49.5044632    92.02877808  250.7611084 ]","[ 30.29384804   0.07118392  23.07763672   6.22276688  10.64189339
   7.02440977  10.19141388  16.05020332   9.15214157   5.46239853]","[ 47.07360077   6.64733076  15.67163944   0.0552648    9.81454372
  23.38872147   9.38647747  20.51939011  15.47414589  11.53835297]","[ 236.51856995  487.2883606   441.49029541  100.08314514  369.36206055
  205.09132385  129.79577637  199.49798584  408.42880249  262.85638428]",19.7107849121,0,2.0
32,"[ 103.04198456    1.31552827   40.37375259  113.6960144    34.33222961
  222.79925537   49.5044632    92.02877808  250.7611084   162.16116333]","[  0.07118392  23.07763672   6.22276688  10.64189339   7.02440977
  10.19141388  16.05020332   9.15214157   5.46239853   6.42889643]","[  6.64733076  15.67163944   0.0552648    9.81454372  23.38872147
   9.38647747  20.51939011  15.47414589  11.53835297   6.51329041]","[ 487.2883606   441.49029541  100.08314514  369.36206055  205.09132385
  129.79577637  199.49798584  408.42880249  262.85638428  209.75656128]",19.4988365173,0,2.0
33,"[   1.31552827   40.37375259  113.6960144    34.33222961  222.79925537
   49.5044632    92.02877808  250.7611084   162.16116333   29.96855927]","[ 23.07763672   6.22276688  10.64189339   7.02440977  10.19141388
  16.05020332   9.15214157   5.46239853   6.42889643  15.76232147]","[ 15.67163944   0.0552648    9.81454372  23.38872147   9.38647747
  20.51939011  15.47414589  11.53835297   6.51329041  22.11092758]","[ 441.49029541  100.08314514  369.36206055  205.09132385  129.79577637
  199.49798584  408.42880249  262.85638428  209.75656128  543.22210693]",19.287311554,0,2.0
34,"[  40.37375259  113.6960144    34.33222961  222.79925537   49.5044632
   92.02877808  250.7611084   162.16116333   29.96855927   67.19219971]","[  6.22276688  10.64189339   7.02440977  10.19141388  16.05020332
   9.15214157   5.46239853   6.42889643  15.76232147  17.56747055]","[  0.0552648    9.81454372  23.38872147   9.38647747  20.51939011
  15.47414589  11.53835297   6.51329041  22.11092758  25.97769356]","[ 100.08314514  369.36206055  205.09132385  129.79577637  199.49798584
  408.42880249  262.85638428  209.75656128  543.22210693  412.60830688]",19.076921463,0,2.0
35,"[ 113.6960144    34.33222961  222.79925537   49.5044632    92.02877808
  250.7611084   162.16116333   29.96855927   67.19219971   66.83418274]","[ 10.64189339   7.02440977  10.19141388  16.05020332   9.15214157
   5.46239853   6.42889643  15.76232147  17.56747055  20.76803207]","[  9.81454372  23.38872147   9.38647747  20.51939011  15.47414589
  11.53835297   6.51329041  22.11092758  25.97769356  12.12638569]","[ 369.36206055  205.09132385  129.79577637  199.49798584  408.42880249
  262.85638428  209.75656128  543.22210693  412.60830688  344.18890381]",18.8674297333,0,2.0
36,"[  34.33222961  222.79925537   49.5044632    92.02877808  250.7611084
  162.16116333   29.96855927   67.19219971   66.83418274  215.21559143]","[  7.02440977  10.19141388  16.05020332   9.15214157   5.46239853
   6.42889643  15.76232147  17.56747055  20.76803207  52.09266281]","[ 23.38872147   9.38647747  20.51939011  15.47414589  11.53835297
   6.51329041  22.11092758  25.97769356  12.12638569  56.14392853]","[ 205.09132385  129.79577637  199.49798584  408.42880249  262.85638428
  209.75656128  543.22210693  412.60830688  344.18890381  284.85189819]",18.6562252045,0,2.0
37,"[ 222.79925537   49.5044632    92.02877808  250.7611084   162.16116333
   29.96855927   67.19219971   66.83418274  215.21559143  198.71984863]","[ 10.19141388  16.05020332   9.15214157   5.46239853   6.42889643
  15.76232147  17.56747055  20.76803207  52.09266281  11.21234608]","[  9.38647747  20.51939011  15.47414589  11.53835297   6.51329041
  22.11092758  25.97769356  12.12638569  56.14392853  15.53561592]","[ 129.79577637  199.49798584  408.42880249  262.85638428  209.75656128
  543.22210693  412.60830688  344.18890381  284.85189819  230.09764099]",18.4458427429,0,2.0
38,"[  49.5044632    92.02877808  250.7611084   162.16116333   29.96855927
   67.19219971   66.83418274  215.21559143  198.71984863  241.35559082]","[ 16.05020332   9.15214157   5.46239853   6.42889643  15.76232147
  17.56747055  20.76803207  52.09266281  11.21234608  29.21267891]","[ 20.51939011  15.47414589  11.53835297   6.51329041  22.11092758
  25.97769356  12.12638569  56.14392853  15.53561592  35.20969009]","[ 199.49798584  408.42880249  262.85638428  209.75656128  543.22210693
  412.60830688  344.18890381  284.85189819  230.09764099  302.5736084 ]",18.1665229797,0,2.0
39,"[  92.02877808  250.7611084   162.16116333   29.96855927   67.19219971
   66.83418274  215.21559143  198.71984863  241.35559082  174.21359253]","[  9.15214157   5.46239853   6.42889643  15.76232147  17.56747055
  20.76803207  52.09266281  11.21234608  29.21267891  36.03990555]","[ 15.47414589  11.53835297   6.51329041  22.11092758  25.97769356
  12.12638569  56.14392853  15.53561592  35.20969009  33.40331268]","[ 408.42880249  262.85638428  209.75656128  543.22210693  412.60830688
  344.18890381  284.85189819  230.09764099  302.5736084   123.89888763]",17.9558086395,0,2.0
40,"[ 250.7611084   162.16116333   29.96855927   67.19219971   66.83418274
  215.21559143  198.71984863  241.35559082  174.21359253  494.41308594]","[  5.46239853   6.42889643  15.76232147  17.56747055  20.76803207
  52.09266281  11.21234608  29.21267891  36.03990555  15.68405437]","[ 11.53835297   6.51329041  22.11092758  25.97769356  12.12638569
  56.14392853  15.53561592  35.20969009  33.40331268  16.43238449]","[ 262.85638428  209.75656128  543.22210693  412.60830688  344.18890381
  284.85189819  230.09764099  302.5736084   123.89888763  344.75775146]",17.6000061035,0,2.0
41,"[ 162.16116333   29.96855927   67.19219971   66.83418274  215.21559143
  198.71984863  241.35559082  174.21359253  494.41308594  134.23251343]","[  6.42889643  15.76232147  17.56747055  20.76803207  52.09266281
  11.21234608  29.21267891  36.03990555  15.68405437  10.36039829]","[  6.51329041  22.11092758  25.97769356  12.12638569  56.14392853
  15.53561592  35.20969009  33.40331268  16.43238449   9.6479702 ]","[ 209.75656128  543.22210693  412.60830688  344.18890381  284.85189819
  230.09764099  302.5736084   123.89888763  344.75775146  231.08966064]",17.3874168396,0,2.0
42,"[  29.96855927   67.19219971   66.83418274  215.21559143  198.71984863
  241.35559082  174.21359253  494.41308594  134.23251343   18.8400383 ]","[ 15.76232147  17.56747055  20.76803207  52.09266281  11.21234608
  29.21267891  36.03990555  15.68405437  10.36039829  72.0278244 ]","[ 22.11092758  25.97769356  12.12638569  56.14392853  15.53561592
  35.20969009  33.40331268  16.43238449   9.6479702   60.95573425]","[ 543.22210693  412.60830688  344.18890381  284.85189819  230.09764099
  302.5736084   123.89888763  344.75775146  231.08966064  241.36759949]",17.107749939,0,2.0
43,"[  67.19219971   66.83418274  215.21559143  198.71984863  241.35559082
  174.21359253  494.41308594  134.23251343   18.8400383   207.06045532]","[ 17.56747055  20.76803207  52.09266281  11.21234608  29.21267891
  36.03990555  15.68405437  10.36039829  72.0278244   20.09887505]","[ 25.97769356  12.12638569  56.14392853  15.53561592  35.20969009
  33.40331268  16.43238449   9.6479702   60.95573425  30.80939484]","[ 412.60830688  344.18890381  284.85189819  230.09764099  302.5736084
  123.89888763  344.75775146  231.08966064  241.36759949   77.68215942]",16.6835193634,0,2.0
44,"[  66.83418274  215.21559143  198.71984863  241.35559082  174.21359253
  494.41308594  134.23251343   18.8400383   207.06045532  585.03588867]","[ 20.76803207  52.09266281  11.21234608  29.21267891  36.03990555
  15.68405437  10.36039829  72.0278244   20.09887505  51.45674133]","[ 12.12638569  56.14392853  15.53561592  35.20969009  33.40331268
  16.43238449   9.6479702   60.95573425  30.80939484  50.09225845]","[ 344.18890381  284.85189819  230.09764099  302.5736084   123.89888763
  344.75775146  231.08966064  241.36759949   77.68215942   69.82704926]",16.3314628601,0,2.0
45,"[ 215.21559143  198.71984863  241.35559082  174.21359253  494.41308594
  134.23251343   18.8400383   207.06045532  585.03588867    5.0692606 ]","[ 52.09266281  11.21234608  29.21267891  36.03990555  15.68405437
  10.36039829  72.0278244   20.09887505  51.45674133  10.86496067]","[ 56.14392853  15.53561592  35.20969009  33.40331268  16.43238449
   9.6479702   60.95573425  30.80939484  50.09225845  13.19120216]","[ 284.85189819  230.09764099  302.5736084   123.89888763  344.75775146
  231.08966064  241.36759949   77.68215942   69.82704926   55.7625351 ]",16.0518932343,0,2.0
46,"[ 198.71984863  241.35559082  174.21359253  494.41308594  134.23251343
   18.8400383   207.06045532  585.03588867    5.0692606    20.79627991]","[ 11.21234608  29.21267891  36.03990555  15.68405437  10.36039829
  72.0278244   20.09887505  51.45674133  10.86496067   2.00664759]","[ 15.53561592  35.20969009  33.40331268  16.43238449   9.6479702
  60.95573425  30.80939484  50.09225845  13.19120216   6.36366224]","[ 230.09764099  302.5736084   123.89888763  344.75775146  231.08966064
  241.36759949   77.68215942   69.82704926   55.7625351   179.76164246]",15.8411188126,0,2.0
47,"[ 241.35559082  174.21359253  494.41308594  134.23251343   18.8400383
  207.06045532  585.03588867    5.0692606    20.79627991  770.76489258]","[ 29.21267891  36.03990555  15.68405437  10.36039829  72.0278244
  20.09887505  51.45674133  10.86496067   2.00664759  27.02359962]","[ 35.20969009  33.40331268  16.43238449   9.6479702   60.95573425
  30.80939484  50.09225845  13.19120216   6.36366224  32.68282318]","[ 302.5736084   123.89888763  344.75775146  231.08966064  241.36759949
   77.68215942   69.82704926   55.7625351   179.76164246   78.37387085]",15.4191141129,0,2.0
48,"[ 174.21359253  494.41308594  134.23251343   18.8400383   207.06045532
  585.03588867    5.0692606    20.79627991  770.76489258  160.32978821]","[ 36.03990555  15.68405437  10.36039829  72.0278244   20.09887505
  51.45674133  10.86496067   2.00664759  27.02359962  29.4723587 ]","[ 33.40331268  16.43238449   9.6479702   60.95573425  30.80939484
  50.09225845  13.19120216   6.36366224  32.68282318  16.32936478]","[ 123.89888763  344.75775146  231.08966064  241.36759949   77.68215942
   69.82704926   55.7625351   179.76164246   78.37387085  179.35688782]",15.2750005722,0,2.0
49,"[ 494.41308594  134.23251343   18.8400383   207.06045532  585.03588867
    5.0692606    20.79627991  770.76489258  160.32978821   85.1600647 ]","[ 15.68405437  10.36039829  72.0278244   20.09887505  51.45674133
  10.86496067   2.00664759  27.02359962  29.4723587    1.753842  ]","[ 16.43238449   9.6479702   60.95573425  30.80939484  50.09225845
  13.19120216   6.36366224  32.68282318  16.32936478   6.24083424]","[ 344.75775146  231.08966064  241.36759949   77.68215942   69.82704926
   55.7625351   179.76164246   78.37387085  179.35688782  320.84518433]",15.0647678375,0,2.0
