,activation_0,activation_1,activation_2,dist,id,vel
45,"[ 5214.43310547  5214.43310547  5214.43310547  2866.25341797  2866.25341797
  2866.25341797  3110.49658203  3110.49658203  2684.78344727  2684.78344727]","[  50.90664673   50.90664673   50.90664673  229.63668823  229.63668823
  229.63668823  151.98167419  151.98167419  134.81898499  134.81898499]","[  228.96035767   228.96035767   228.96035767  2349.83007812  2349.83007812
  2349.83007812  2693.22143555  2693.22143555  2754.69604492  2754.69604492]",22.5837802887,0,2.0
46,"[ 5214.43310547  5214.43310547  2866.25341797  2866.25341797  2866.25341797
  3110.49658203  3110.49658203  2684.78344727  2684.78344727  2684.78344727]","[  50.90664673   50.90664673  229.63668823  229.63668823  229.63668823
  151.98167419  151.98167419  134.81898499  134.81898499  134.81898499]","[  228.96035767   228.96035767  2349.83007812  2349.83007812  2349.83007812
  2693.22143555  2693.22143555  2754.69604492  2754.69604492  2754.69604492]",22.506187439,0,2.0
47,"[ 5214.43310547  2866.25341797  2866.25341797  2866.25341797  3110.49658203
  3110.49658203  2684.78344727  2684.78344727  2684.78344727  2999.57226562]","[  50.90664673  229.63668823  229.63668823  229.63668823  151.98167419
  151.98167419  134.81898499  134.81898499  134.81898499  356.87866211]","[  228.96035767  2349.83007812  2349.83007812  2349.83007812  2693.22143555
  2693.22143555  2754.69604492  2754.69604492  2754.69604492  2195.74023438]",22.4441604614,0,2.0
48,"[ 2866.25341797  2866.25341797  2866.25341797  3110.49658203  3110.49658203
  2684.78344727  2684.78344727  2684.78344727  2999.57226562  2999.57226562]","[ 229.63668823  229.63668823  229.63668823  151.98167419  151.98167419
  134.81898499  134.81898499  134.81898499  356.87866211  356.87866211]","[ 2349.83007812  2349.83007812  2349.83007812  2693.22143555  2693.22143555
  2754.69604492  2754.69604492  2754.69604492  2195.74023438  2195.74023438]",22.3897418976,0,2.0
49,"[ 2866.25341797  2866.25341797  3110.49658203  3110.49658203  2684.78344727
  2684.78344727  2684.78344727  2999.57226562  2999.57226562  3344.84375   ]","[ 229.63668823  229.63668823  151.98167419  151.98167419  134.81898499
  134.81898499  134.81898499  356.87866211  356.87866211  300.61227417]","[ 2349.83007812  2349.83007812  2693.22143555  2693.22143555  2754.69604492
  2754.69604492  2754.69604492  2195.74023438  2195.74023438  2523.7434082 ]",22.2492446899,0,2.0
50,"[ 2866.25341797  3110.49658203  3110.49658203  2684.78344727  2684.78344727
  2684.78344727  2999.57226562  2999.57226562  3344.84375     3344.84375   ]","[ 229.63668823  151.98167419  151.98167419  134.81898499  134.81898499
  134.81898499  356.87866211  356.87866211  300.61227417  300.61227417]","[ 2349.83007812  2693.22143555  2693.22143555  2754.69604492  2754.69604492
  2754.69604492  2195.74023438  2195.74023438  2523.7434082   2523.7434082 ]",22.1937885284,0,2.0
51,"[ 3110.49658203  3110.49658203  2684.78344727  2684.78344727  2684.78344727
  2999.57226562  2999.57226562  3344.84375     3344.84375     3344.84375   ]","[ 151.98167419  151.98167419  134.81898499  134.81898499  134.81898499
  356.87866211  356.87866211  300.61227417  300.61227417  300.61227417]","[ 2693.22143555  2693.22143555  2754.69604492  2754.69604492  2754.69604492
  2195.74023438  2195.74023438  2523.7434082   2523.7434082   2523.7434082 ]",22.1147670746,0,2.0
52,"[ 3110.49658203  2684.78344727  2684.78344727  2684.78344727  2999.57226562
  2999.57226562  3344.84375     3344.84375     3344.84375     2692.25805664]","[ 151.98167419  134.81898499  134.81898499  134.81898499  356.87866211
  356.87866211  300.61227417  300.61227417  300.61227417  234.58587646]","[ 2693.22143555  2754.69604492  2754.69604492  2754.69604492  2195.74023438
  2195.74023438  2523.7434082   2523.7434082   2523.7434082   2487.78955078]",22.0516204834,0,2.0
53,"[ 2684.78344727  2684.78344727  2684.78344727  2999.57226562  2999.57226562
  3344.84375     3344.84375     3344.84375     2692.25805664  2692.25805664]","[ 134.81898499  134.81898499  134.81898499  356.87866211  356.87866211
  300.61227417  300.61227417  300.61227417  234.58587646  234.58587646]","[ 2754.69604492  2754.69604492  2754.69604492  2195.74023438  2195.74023438
  2523.7434082   2523.7434082   2523.7434082   2487.78955078  2487.78955078]",21.9172019958,0,2.0
54,"[ 2684.78344727  2684.78344727  2999.57226562  2999.57226562  3344.84375
  3344.84375     3344.84375     2692.25805664  2692.25805664  4030.98632812]","[ 134.81898499  134.81898499  356.87866211  356.87866211  300.61227417
  300.61227417  300.61227417  234.58587646  234.58587646  253.59896851]","[ 2754.69604492  2754.69604492  2195.74023438  2195.74023438  2523.7434082
  2523.7434082   2523.7434082   2487.78955078  2487.78955078  2042.57800293]",21.8532867432,0,2.0
55,"[ 2684.78344727  2999.57226562  2999.57226562  3344.84375     3344.84375
  3344.84375     2692.25805664  2692.25805664  4030.98632812  4030.98632812]","[ 134.81898499  356.87866211  356.87866211  300.61227417  300.61227417
  300.61227417  234.58587646  234.58587646  253.59896851  253.59896851]","[ 2754.69604492  2195.74023438  2195.74023438  2523.7434082   2523.7434082
  2523.7434082   2487.78955078  2487.78955078  2042.57800293  2042.57800293]",21.7968597412,0,2.0
56,"[ 2999.57226562  2999.57226562  3344.84375     3344.84375     3344.84375
  2692.25805664  2692.25805664  4030.98632812  4030.98632812  4030.98632812]","[ 356.87866211  356.87866211  300.61227417  300.61227417  300.61227417
  234.58587646  234.58587646  253.59896851  253.59896851  253.59896851]","[ 2195.74023438  2195.74023438  2523.7434082   2523.7434082   2523.7434082
  2487.78955078  2487.78955078  2042.57800293  2042.57800293  2042.57800293]",21.7165260315,0,2.0
57,"[ 2999.57226562  3344.84375     3344.84375     3344.84375     2692.25805664
  2692.25805664  4030.98632812  4030.98632812  4030.98632812  3934.91699219]","[ 356.87866211  300.61227417  300.61227417  300.61227417  234.58587646
  234.58587646  253.59896851  253.59896851  253.59896851  212.10493469]","[ 2195.74023438  2523.7434082   2523.7434082   2523.7434082   2487.78955078
  2487.78955078  2042.57800293  2042.57800293  2042.57800293  2971.54101562]",21.652431488,0,2.0
